e,x,y,u,f,n,f,c,n,u,e,c,s,f,w,w,p,w,o,f,h,v,d
p,x,y,n,f,y,f,c,n,b,t,r,s,s,p,w,p,w,o,e,w,v,d
e,f,y,b,t,n,f,c,b,w,e,r,s,s,w,w,p,w,t,e,w,c,w
e,f,y,u,f,n,f,c,n,h,e,c,s,f,w,w,p,w,o,f,h,v,d
e,f,y,e,t,n,f,c,b,w,e,r,s,s,w,w,p,w,t,e,w,c,w
e,x,y,u,f,n,f,c,n,w,e,c,s,f,w,w,p,w,o,f,h,y,d
e,f,s,p,t,n,f,c,b,w,e,r,s,s,w,e,p,w,t,e,w,c,w
e,f,y,u,f,n,f,c,n,u,e,c,s,f,w,w,p,w,o,f,h,v,d
p,x,y,n,f,f,f,c,n,b,t,e,k,s,p,p,p,w,o,e,w,v,l
e,x,s,p,t,n,f,c,b,e,e,r,s,s,w,w,p,w,t,e,w,c,w
p,x,y,n,f,f,f,c,n,b,t,r,s,k,p,w,p,w,o,e,w,v,p
e,f,y,e,t,n,f,c,b,e,e,r,s,s,w,e,p,w,t,e,w,c,w
e,f,y,n,t,n,f,c,b,e,e,r,s,s,e,e,p,w,t,e,w,c,w
p,k,f,n,f,n,f,c,n,w,e,r,k,y,w,n,p,w,o,e,w,v,d
p,x,y,n,f,s,f,c,n,b,t,r,s,k,w,p,p,w,o,e,w,v,p
e,x,y,e,t,n,f,c,b,w,e,r,s,s,e,e,p,w,t,e,w,c,w
p,b,f,y,f,n,f,c,n,w,e,r,k,y,w,n,p,w,o,e,w,v,d
e,k,y,e,t,n,f,c,b,e,e,r,s,s,w,w,p,w,t,e,w,c,w
e,f,y,p,t,n,f,c,b,w,e,r,s,s,e,e,p,w,t,e,w,c,w
e,k,y,n,t,n,f,c,b,w,e,r,s,s,w,w,p,w,t,e,w,c,w
e,k,s,e,t,n,f,c,b,w,e,r,s,s,e,w,p,w,t,e,w,c,w
e,f,y,n,t,n,f,c,b,e,e,r,s,s,e,w,p,w,t,e,w,c,w
e,f,s,b,t,n,f,c,b,w,e,r,s,s,e,w,p,w,t,e,w,c,w
p,x,y,n,f,f,f,c,n,b,t,e,k,k,w,w,p,w,o,e,w,v,l
e,f,y,n,t,n,f,c,b,e,e,r,s,s,w,w,p,w,t,e,w,c,w
p,x,y,n,f,f,f,c,n,b,t,r,k,s,p,w,p,w,o,e,w,v,d
e,f,y,p,t,n,f,c,b,e,e,r,s,s,e,e,p,w,t,e,w,c,w
e,x,y,r,f,n,f,c,n,p,e,c,s,f,w,w,p,w,o,f,h,y,d
e,f,y,w,f,n,f,c,n,h,e,c,s,f,w,w,p,w,o,f,h,v,d
p,x,y,e,f,y,f,c,n,b,t,r,k,k,p,w,p,w,o,e,w,v,p
p,x,y,e,f,y,f,c,n,b,t,e,k,k,p,w,p,w,o,e,w,v,l
e,f,s,e,t,n,f,c,b,w,e,r,s,s,w,e,p,w,t,e,w,c,w
e,k,s,b,t,n,f,c,b,e,e,r,s,s,w,w,p,w,t,e,w,c,w
e,x,y,e,t,n,f,c,b,e,e,r,s,s,e,e,p,w,t,e,w,c,w
p,x,y,n,f,s,f,c,n,b,t,r,s,k,w,w,p,w,o,e,w,v,p
e,k,s,b,t,n,f,c,b,w,e,r,s,s,e,w,p,w,t,e,w,c,w
e,k,s,p,t,n,f,c,b,w,e,r,s,s,e,e,p,w,t,e,w,c,w
p,f,y,n,f,n,f,c,n,w,e,r,k,y,w,n,p,w,o,e,w,v,d
e,f,s,b,t,n,f,c,b,w,e,r,s,s,w,w,p,w,t,e,w,c,w
e,f,s,b,t,n,f,c,b,w,e,r,s,s,w,e,p,w,t,e,w,c,w
e,x,s,p,t,n,f,c,b,w,e,r,s,s,e,e,p,w,t,e,w,c,w
e,k,s,n,t,n,f,c,b,e,e,r,s,s,w,w,p,w,t,e,w,c,w
e,f,y,u,f,n,f,c,n,w,e,c,s,f,w,w,p,w,o,f,h,y,d
p,x,y,n,f,y,f,c,n,b,t,e,s,s,w,p,p,w,o,e,w,v,l
e,f,s,b,t,n,f,c,b,e,e,r,s,s,w,w,p,w,t,e,w,c,w
e,x,s,n,t,n,f,c,b,w,e,r,s,s,w,e,p,w,t,e,w,c,w
p,x,y,n,f,f,f,c,n,b,t,r,k,k,p,p,p,w,o,e,w,v,p
p,x,y,n,f,n,f,c,n,w,e,r,k,y,w,n,p,w,o,e,w,v,d
e,f,y,u,f,n,f,c,n,u,e,c,s,f,w,w,p,w,o,f,h,y,d
e,x,y,e,t,n,f,c,b,w,e,r,s,s,e,w,p,w,t,e,w,c,w
e,k,s,b,t,n,f,c,b,w,e,r,s,s,w,e,p,w,t,e,w,c,w
e,f,y,u,f,n,f,c,n,p,e,c,s,f,w,w,p,w,o,f,h,v,d
p,x,y,n,f,s,f,c,n,b,t,e,k,k,w,w,p,w,o,e,w,v,l
p,x,y,e,f,y,f,c,n,b,t,e,k,k,w,w,p,w,o,e,w,v,l
e,k,y,b,t,n,f,c,b,e,e,r,s,s,e,w,p,w,t,e,w,c,w
e,f,y,b,t,n,f,c,b,w,e,r,s,s,e,w,p,w,t,e,w,c,w
e,x,y,w,f,n,f,c,n,u,e,c,s,f,w,w,p,w,o,f,h,y,d
e,x,s,e,t,n,f,c,b,e,e,r,s,s,w,w,p,w,t,e,w,c,w
p,x,y,n,f,y,f,c,n,b,t,e,k,s,p,w,p,w,o,e,w,v,l
p,k,f,y,f,n,f,c,n,w,e,r,k,y,w,n,p,w,o,e,w,v,d
e,k,y,p,t,n,f,c,b,e,e,r,s,s,w,w,p,w,t,e,w,c,w
e,k,y,b,t,n,f,c,b,e,e,r,s,s,w,e,p,w,t,e,w,c,w
p,x,y,n,f,s,f,c,n,b,t,r,k,k,w,w,p,w,o,e,w,v,p
p,x,y,n,f,y,f,c,n,b,t,r,s,k,w,w,p,w,o,e,w,v,d
p,x,y,e,f,y,f,c,n,b,t,r,k,k,w,w,p,w,o,e,w,v,p
e,f,y,p,t,n,f,c,b,w,e,r,s,s,w,e,p,w,t,e,w,c,w
p,x,y,e,f,y,f,c,n,b,t,r,k,s,p,p,p,w,o,e,w,v,p
p,b,f,y,f,n,f,c,n,w,e,r,k,y,w,y,p,w,o,e,w,v,d
p,x,y,n,f,s,f,c,n,b,t,r,s,s,w,p,p,w,o,e,w,v,d
p,x,y,n,f,y,f,c,n,b,t,r,k,s,p,p,p,w,o,e,w,v,d
e,k,s,n,t,n,f,c,b,w,e,r,s,s,e,w,p,w,t,e,w,c,w
e,k,y,b,t,n,f,c,b,w,e,r,s,s,e,e,p,w,t,e,w,c,w
p,x,y,n,f,f,f,c,n,b,t,r,k,s,p,p,p,w,o,e,w,v,p
p,x,y,e,f,y,f,c,n,b,t,r,k,k,p,p,p,w,o,e,w,v,p
e,x,s,e,t,n,f,c,b,e,e,r,s,s,e,w,p,w,t,e,w,c,w
p,x,y,n,f,f,f,c,n,b,t,e,k,k,p,p,p,w,o,e,w,v,l
p,x,y,n,f,y,f,c,n,b,t,r,k,s,w,w,p,w,o,e,w,v,d
p,x,y,n,f,f,f,c,n,b,t,r,s,k,w,p,p,w,o,e,w,v,p
e,x,s,b,t,n,f,c,b,e,e,r,s,s,e,e,p,w,t,e,w,c,w
e,f,y,n,t,n,f,c,b,w,e,r,s,s,w,e,p,w,t,e,w,c,w
p,x,y,n,f,n,f,c,n,w,e,r,k,y,w,y,p,w,o,e,w,v,d
p,x,y,n,f,y,f,c,n,b,t,e,s,k,w,w,p,w,o,e,w,v,l
p,x,y,n,f,f,f,c,n,b,t,e,s,k,w,w,p,w,o,e,w,v,l
p,f,f,n,f,n,f,c,n,w,e,r,k,y,w,y,p,w,o,e,w,v,d
e,x,y,e,t,n,f,c,b,w,e,r,s,s,w,w,p,w,t,e,w,c,w
e,k,y,e,t,n,f,c,b,w,e,r,s,s,e,e,p,w,t,e,w,c,w
p,x,f,n,f,n,f,c,n,w,e,r,k,y,w,n,p,w,o,e,w,v,d
e,x,y,n,t,n,f,c,b,e,e,r,s,s,e,w,p,w,t,e,w,c,w
e,x,s,p,t,n,f,c,b,w,e,r,s,s,w,w,p,w,t,e,w,c,w
e,f,s,p,t,n,f,c,b,e,e,r,s,s,e,e,p,w,t,e,w,c,w
e,f,s,n,t,n,f,c,b,w,e,r,s,s,e,w,p,w,t,e,w,c,w
p,x,y,e,f,y,f,c,n,b,t,r,k,s,w,w,p,w,o,e,w,v,d
e,x,y,w,f,n,f,c,n,h,e,c,s,f,w,w,p,w,o,f,h,v,d
p,x,y,n,f,s,f,c,n,b,t,r,s,s,w,w,p,w,o,e,w,v,d
e,k,s,p,t,n,f,c,b,w,e,r,s,s,e,w,p,w,t,e,w,c,w
p,x,y,n,f,f,f,c,n,b,t,e,k,k,w,p,p,w,o,e,w,v,l
e,k,y,p,t,n,f,c,b,e,e,r,s,s,w,e,p,w,t,e,w,c,w
p,x,y,n,f,f,f,c,n,b,t,r,s,s,w,w,p,w,o,e,w,v,p
p,f,f,n,f,n,f,c,n,w,e,r,k,y,w,n,p,w,o,e,w,v,d
e,k,s,b,t,n,f,c,b,w,e,r,s,s,w,w,p,w,t,e,w,c,w
p,x,y,e,f,y,f,c,n,b,t,e,k,s,p,w,p,w,o,e,w,v,l
e,f,s,n,t,n,f,c,b,e,e,r,s,s,w,e,p,w,t,e,w,c,w
p,x,y,n,f,y,f,c,n,b,t,r,s,s,p,p,p,w,o,e,w,v,d
e,k,y,b,t,n,f,c,b,w,e,r,s,s,e,w,p,w,t,e,w,c,w
p,x,y,n,f,y,f,c,n,b,t,r,s,s,w,p,p,w,o,e,w,v,d
e,k,y,n,t,n,f,c,b,w,e,r,s,s,e,w,p,w,t,e,w,c,w
e,x,y,p,t,n,f,c,b,w,e,r,s,s,e,e,p,w,t,e,w,c,w
e,x,s,p,t,n,f,c,b,e,e,r,s,s,w,e,p,w,t,e,w,c,w
p,b,y,n,f,n,f,c,n,w,e,r,k,y,w,n,p,w,o,e,w,v,d
p,x,y,n,f,f,f,c,n,b,t,r,k,s,p,w,p,w,o,e,w,v,p
p,x,y,n,f,f,f,c,n,b,t,r,k,k,w,w,p,w,o,e,w,v,d
p,x,y,n,f,f,f,c,n,b,t,e,s,s,w,p,p,w,o,e,w,v,l
e,k,y,p,t,n,f,c,b,w,e,r,s,s,w,e,p,w,t,e,w,c,w
e,x,s,n,t,n,f,c,b,w,e,r,s,s,e,w,p,w,t,e,w,c,w
p,k,f,y,f,n,f,c,n,w,e,r,k,y,w,y,p,w,o,e,w,v,d
p,f,y,y,f,n,f,c,n,w,e,r,k,y,w,y,p,w,o,e,w,v,d
e,k,s,b,t,n,f,c,b,e,e,r,s,s,w,e,p,w,t,e,w,c,w
p,x,y,n,f,y,f,c,n,b,t,r,s,s,w,w,p,w,o,e,w,v,p
e,k,y,b,t,n,f,c,b,w,e,r,s,s,w,e,p,w,t,e,w,c,w
e,k,s,n,t,n,f,c,b,w,e,r,s,s,w,e,p,w,t,e,w,c,w
p,x,f,y,f,n,f,c,n,w,e,r,k,y,w,y,p,w,o,e,w,v,d
p,k,y,n,f,n,f,c,n,w,e,r,k,y,w,y,p,w,o,e,w,v,d
e,f,s,e,t,n,f,c,b,w,e,r,s,s,w,w,p,w,t,e,w,c,w
p,x,y,n,f,f,f,c,n,b,t,r,s,s,p,p,p,w,o,e,w,v,d
p,x,y,n,f,y,f,c,n,b,t,r,s,s,w,w,p,w,o,e,w,v,d
p,x,y,n,f,y,f,c,n,b,t,e,s,s,w,w,p,w,o,e,w,v,l
e,k,s,n,t,n,f,c,b,e,e,r,s,s,e,e,p,w,t,e,w,c,w
e,x,s,b,t,n,f,c,b,e,e,r,s,s,w,e,p,w,t,e,w,c,w
p,x,y,n,f,s,f,c,n,b,t,e,k,s,w,w,p,w,o,e,w,v,l
p,k,y,y,f,n,f,c,n,w,e,r,k,y,w,y,p,w,o,e,w,v,d
e,k,y,p,t,n,f,c,b,w,e,r,s,s,e,w,p,w,t,e,w,c,w
e,f,y,w,f,n,f,c,n,u,e,c,s,f,w,w,p,w,o,f,h,y,d
e,x,y,r,f,n,f,c,n,w,e,c,s,f,w,w,p,w,o,f,h,v,d
e,x,s,b,t,n,f,c,b,w,e,r,s,s,w,e,p,w,t,e,w,c,w
p,x,y,e,f,y,f,c,n,b,t,r,s,k,p,w,p,w,o,e,w,v,d
e,f,s,e,t,n,f,c,b,e,e,r,s,s,e,w,p,w,t,e,w,c,w
p,x,y,e,f,y,f,c,n,b,t,r,k,k,w,p,p,w,o,e,w,v,d
e,x,s,n,t,n,f,c,b,e,e,r,s,s,e,w,p,w,t,e,w,c,w
p,x,y,n,f,s,f,c,n,b,t,e,s,s,p,w,p,w,o,e,w,v,l
e,x,y,r,f,n,f,c,n,w,e,c,s,f,w,w,p,w,o,f,h,y,d
p,x,y,n,f,f,f,c,n,b,t,e,s,k,p,p,p,w,o,e,w,v,l
p,x,y,n,f,s,f,c,n,b,t,e,s,s,w,w,p,w,o,e,w,v,l
e,f,y,e,t,n,f,c,b,w,e,r,s,s,e,w,p,w,t,e,w,c,w
e,k,y,n,t,n,f,c,b,w,e,r,s,s,w,e,p,w,t,e,w,c,w
e,f,y,e,t,n,f,c,b,e,e,r,s,s,w,w,p,w,t,e,w,c,w
p,x,y,n,f,f,f,c,n,b,t,r,s,k,p,p,p,w,o,e,w,v,p
p,b,y,n,f,n,f,c,n,w,e,r,k,y,w,y,p,w,o,e,w,v,d
p,x,y,n,f,s,f,c,n,b,t,r,s,s,w,p,p,w,o,e,w,v,p
e,f,y,b,t,n,f,c,b,e,e,r,s,s,w,e,p,w,t,e,w,c,w
e,f,y,n,t,n,f,c,b,w,e,r,s,s,w,w,p,w,t,e,w,c,w
p,x,y,n,f,s,f,c,n,b,t,e,s,s,w,p,p,w,o,e,w,v,l
p,x,y,n,f,f,f,c,n,b,t,r,k,s,w,w,p,w,o,e,w,v,p
e,f,y,w,f,n,f,c,n,p,e,c,s,f,w,w,p,w,o,f,h,v,d
p,x,y,n,f,s,f,c,n,b,t,e,k,s,p,w,p,w,o,e,w,v,l
p,x,y,e,f,y,f,c,n,b,t,e,k,s,p,p,p,w,o,e,w,v,l
p,k,y,y,f,n,f,c,n,w,e,r,k,y,w,n,p,w,o,e,w,v,d
p,x,y,n,f,s,f,c,n,b,t,r,k,k,w,p,p,w,o,e,w,v,p
e,x,s,p,t,n,f,c,b,e,e,r,s,s,e,e,p,w,t,e,w,c,w
p,x,f,y,f,n,f,c,n,w,e,r,k,y,w,n,p,w,o,e,w,v,d
p,x,y,n,f,y,f,c,n,b,t,e,s,k,w,p,p,w,o,e,w,v,l
e,x,y,r,f,n,f,c,n,h,e,c,s,f,w,w,p,w,o,f,h,v,d
p,x,y,n,f,f,f,c,n,b,t,r,s,s,p,p,p,w,o,e,w,v,p
p,x,y,n,f,f,f,c,n,b,t,r,s,s,p,w,p,w,o,e,w,v,d
p,x,y,y,f,n,f,c,n,w,e,r,k,y,w,n,p,w,o,e,w,v,d
e,f,s,n,t,n,f,c,b,e,e,r,s,s,e,e,p,w,t,e,w,c,w
p,x,y,n,f,y,f,c,n,b,t,e,k,s,p,p,p,w,o,e,w,v,l
e,k,s,p,t,n,f,c,b,w,e,r,s,s,w,e,p,w,t,e,w,c,w
p,x,y,n,f,f,f,c,n,b,t,r,s,s,w,w,p,w,o,e,w,v,d
e,x,y,p,t,n,f,c,b,w,e,r,s,s,w,w,p,w,t,e,w,c,w
p,x,y,n,f,s,f,c,n,b,t,r,s,k,p,w,p,w,o,e,w,v,p
e,f,y,b,t,n,f,c,b,e,e,r,s,s,e,w,p,w,t,e,w,c,w
e,f,s,p,t,n,f,c,b,e,e,r,s,s,w,e,p,w,t,e,w,c,w
e,f,s,p,t,n,f,c,b,w,e,r,s,s,e,e,p,w,t,e,w,c,w
e,k,s,e,t,n,f,c,b,w,e,r,s,s,w,e,p,w,t,e,w,c,w
e,k,y,e,t,n,f,c,b,w,e,r,s,s,w,e,p,w,t,e,w,c,w
e,k,s,b,t,n,f,c,b,e,e,r,s,s,e,w,p,w,t,e,w,c,w
p,b,y,y,f,n,f,c,n,w,e,r,k,y,w,y,p,w,o,e,w,v,d
p,b,f,n,f,n,f,c,n,w,e,r,k,y,w,y,p,w,o,e,w,v,d
p,x,y,e,f,y,f,c,n,b,t,r,k,k,p,w,p,w,o,e,w,v,d
p,x,y,n,f,f,f,c,n,b,t,r,k,k,w,w,p,w,o,e,w,v,p
p,x,y,n,f,y,f,c,n,b,t,r,k,k,p,p,p,w,o,e,w,v,p
e,x,s,n,t,n,f,c,b,e,e,r,s,s,w,w,p,w,t,e,w,c,w
e,f,s,b,t,n,f,c,b,e,e,r,s,s,w,e,p,w,t,e,w,c,w
e,f,s,e,t,n,f,c,b,w,e,r,s,s,e,w,p,w,t,e,w,c,w
e,x,s,n,t,n,f,c,b,e,e,r,s,s,e,e,p,w,t,e,w,c,w
e,f,s,p,t,n,f,c,b,e,e,r,s,s,e,w,p,w,t,e,w,c,w
e,x,s,e,t,n,f,c,b,w,e,r,s,s,w,e,p,w,t,e,w,c,w
e,f,y,r,f,n,f,c,n,h,e,c,s,f,w,w,p,w,o,f,h,y,d
p,x,y,n,f,f,f,c,n,b,t,r,s,k,w,w,p,w,o,e,w,v,d
e,x,y,u,f,n,f,c,n,p,e,c,s,f,w,w,p,w,o,f,h,y,d
p,x,y,n,f,y,f,c,n,b,t,r,k,k,p,w,p,w,o,e,w,v,d
p,x,y,n,f,s,f,c,n,b,t,e,k,k,w,p,p,w,o,e,w,v,l
e,x,y,p,t,n,f,c,b,e,e,r,s,s,e,e,p,w,t,e,w,c,w
p,x,y,n,f,y,f,c,n,b,t,r,k,s,w,w,p,w,o,e,w,v,p
p,x,y,n,f,y,f,c,n,b,t,r,k,s,w,p,p,w,o,e,w,v,p
p,x,y,n,f,s,f,c,n,b,t,r,s,k,w,p,p,w,o,e,w,v,d
e,k,s,e,t,n,f,c,b,e,e,r,s,s,e,w,p,w,t,e,w,c,w
p,x,y,n,f,y,f,c,n,b,t,r,s,s,p,p,p,w,o,e,w,v,p
e,k,y,n,t,n,f,c,b,e,e,r,s,s,w,e,p,w,t,e,w,c,w
p,x,y,n,f,y,f,c,n,b,t,r,k,k,w,p,p,w,o,e,w,v,d
p,x,y,n,f,y,f,c,n,b,t,e,s,s,p,w,p,w,o,e,w,v,l
p,x,y,e,f,y,f,c,n,b,t,r,k,s,p,w,p,w,o,e,w,v,d
e,k,y,p,t,n,f,c,b,w,e,r,s,s,e,e,p,w,t,e,w,c,w
e,k,s,p,t,n,f,c,b,e,e,r,s,s,w,w,p,w,t,e,w,c,w
p,x,y,n,f,y,f,c,n,b,t,r,k,s,p,w,p,w,o,e,w,v,p
e,x,y,e,t,n,f,c,b,w,e,r,s,s,w,e,p,w,t,e,w,c,w
p,x,y,n,f,s,f,c,n,b,t,r,k,k,p,p,p,w,o,e,w,v,d
e,k,y,e,t,n,f,c,b,e,e,r,s,s,e,w,p,w,t,e,w,c,w
e,f,y,r,f,n,f,c,n,w,e,c,s,f,w,w,p,w,o,f,h,v,d
p,x,y,n,f,y,f,c,n,b,t,r,s,k,w,p,p,w,o,e,w,v,p
e,k,y,e,t,n,f,c,b,e,e,r,s,s,e,e,p,w,t,e,w,c,w
e,k,s,p,t,n,f,c,b,w,e,r,s,s,w,w,p,w,t,e,w,c,w
e,x,y,b,t,n,f,c,b,w,e,r,s,s,w,e,p,w,t,e,w,c,w
p,x,y,n,f,y,f,c,n,b,t,e,s,k,p,p,p,w,o,e,w,v,l
p,x,y,e,f,y,f,c,n,b,t,e,k,k,w,p,p,w,o,e,w,v,l
p,x,y,n,f,s,f,c,n,b,t,r,k,s,w,w,p,w,o,e,w,v,d
e,x,y,p,t,n,f,c,b,e,e,r,s,s,e,w,p,w,t,e,w,c,w
e,f,y,w,f,n,f,c,n,h,e,c,s,f,w,w,p,w,o,f,h,y,d
p,x,y,n,f,y,f,c,n,b,t,r,s,k,p,p,p,w,o,e,w,v,d
p,x,y,n,f,s,f,c,n,b,t,e,k,s,p,p,p,w,o,e,w,v,l
p,x,y,n,f,s,f,c,n,b,t,r,k,k,w,w,p,w,o,e,w,v,d
e,x,y,p,t,n,f,c,b,e,e,r,s,s,w,e,p,w,t,e,w,c,w
e,f,y,r,f,n,f,c,n,h,e,c,s,f,w,w,p,w,o,f,h,v,d
p,x,y,n,f,f,f,c,n,b,t,e,s,s,w,w,p,w,o,e,w,v,l
p,x,y,n,f,y,f,c,n,b,t,r,k,k,w,p,p,w,o,e,w,v,p
p,x,y,n,f,f,f,c,n,b,t,r,s,s,w,p,p,w,o,e,w,v,d
e,f,y,n,t,n,f,c,b,e,e,r,s,s,w,e,p,w,t,e,w,c,w
p,x,y,n,f,f,f,c,n,b,t,e,k,k,p,w,p,w,o,e,w,v,l
e,f,y,e,t,n,f,c,b,w,e,r,s,s,w,e,p,w,t,e,w,c,w
e,x,y,b,t,n,f,c,b,w,e,r,s,s,w,w,p,w,t,e,w,c,w
e,x,s,n,t,n,f,c,b,e,e,r,s,s,w,e,p,w,t,e,w,c,w
e,x,y,b,t,n,f,c,b,e,e,r,s,s,w,w,p,w,t,e,w,c,w
e,k,y,e,t,n,f,c,b,w,e,r,s,s,w,w,p,w,t,e,w,c,w
p,x,y,n,f,y,f,c,n,b,t,r,k,k,p,w,p,w,o,e,w,v,p
e,f,y,r,f,n,f,c,n,p,e,c,s,f,w,w,p,w,o,f,h,v,d
e,f,y,u,f,n,f,c,n,p,e,c,s,f,w,w,p,w,o,f,h,y,d
p,x,y,n,f,y,f,c,n,b,t,r,s,k,w,w,p,w,o,e,w,v,p
e,x,s,e,t,n,f,c,b,w,e,r,s,s,e,w,p,w,t,e,w,c,w
e,f,y,p,t,n,f,c,b,e,e,r,s,s,w,e,p,w,t,e,w,c,w
p,x,y,n,f,s,f,c,n,b,t,r,s,s,p,p,p,w,o,e,w,v,p
p,x,y,n,f,f,f,c,n,b,t,r,s,k,w,w,p,w,o,e,w,v,p
e,x,y,n,t,n,f,c,b,e,e,r,s,s,w,w,p,w,t,e,w,c,w
e,x,y,e,t,n,f,c,b,e,e,r,s,s,e,w,p,w,t,e,w,c,w
e,f,s,p,t,n,f,c,b,w,e,r,s,s,e,w,p,w,t,e,w,c,w
e,x,y,n,t,n,f,c,b,e,e,r,s,s,w,e,p,w,t,e,w,c,w
p,x,y,e,f,y,f,c,n,b,t,r,k,k,p,p,p,w,o,e,w,v,d
p,x,y,n,f,s,f,c,n,b,t,r,k,s,w,p,p,w,o,e,w,v,p
p,x,y,n,f,f,f,c,n,b,t,r,k,s,p,p,p,w,o,e,w,v,d
p,x,y,n,f,f,f,c,n,b,t,r,k,k,p,p,p,w,o,e,w,v,d
p,x,y,n,f,y,f,c,n,b,t,r,s,k,p,w,p,w,o,e,w,v,p
p,x,y,e,f,y,f,c,n,b,t,r,k,s,w,p,p,w,o,e,w,v,d
e,x,y,r,f,n,f,c,n,h,e,c,s,f,w,w,p,w,o,f,h,y,d
e,x,s,p,t,n,f,c,b,w,e,r,s,s,e,w,p,w,t,e,w,c,w
p,x,y,n,f,y,f,c,n,b,t,e,k,k,w,w,p,w,o,e,w,v,l
p,x,y,n,f,f,f,c,n,b,t,r,k,k,w,p,p,w,o,e,w,v,p
p,x,y,n,f,s,f,c,n,b,t,r,k,k,p,p,p,w,o,e,w,v,p
p,x,y,n,f,s,f,c,n,b,t,r,k,s,w,p,p,w,o,e,w,v,d
e,f,s,b,t,n,f,c,b,e,e,r,s,s,e,w,p,w,t,e,w,c,w
e,x,y,w,f,n,f,c,n,w,e,c,s,f,w,w,p,w,o,f,h,y,d
p,x,y,n,f,y,f,c,n,b,t,e,k,k,p,w,p,w,o,e,w,v,l
p,x,y,n,f,f,f,c,n,b,t,r,k,s,w,p,p,w,o,e,w,v,d
p,x,y,n,f,s,f,c,n,b,t,r,s,s,p,w,p,w,o,e,w,v,d
e,k,y,p,t,n,f,c,b,e,e,r,s,s,e,w,p,w,t,e,w,c,w
p,x,y,n,f,f,f,c,n,b,t,e,k,s,w,p,p,w,o,e,w,v,l
e,f,s,n,t,n,f,c,b,w,e,r,s,s,w,e,p,w,t,e,w,c,w
p,x,y,n,f,s,f,c,n,b,t,e,k,s,w,p,p,w,o,e,w,v,l
p,x,y,e,f,y,f,c,n,b,t,r,s,k,w,p,p,w,o,e,w,v,p
e,f,y,b,t,n,f,c,b,w,e,r,s,s,w,e,p,w,t,e,w,c,w
e,k,s,p,t,n,f,c,b,e,e,r,s,s,e,w,p,w,t,e,w,c,w
e,k,y,n,t,n,f,c,b,e,e,r,s,s,e,w,p,w,t,e,w,c,w
e,x,y,b,t,n,f,c,b,e,e,r,s,s,e,e,p,w,t,e,w,c,w
e,x,y,e,t,n,f,c,b,e,e,r,s,s,w,e,p,w,t,e,w,c,w
p,x,y,e,f,y,f,c,n,b,t,r,k,s,w,p,p,w,o,e,w,v,p
e,k,s,e,t,n,f,c,b,e,e,r,s,s,w,e,p,w,t,e,w,c,w
e,k,s,n,t,n,f,c,b,e,e,r,s,s,w,e,p,w,t,e,w,c,w
p,f,y,y,f,n,f,c,n,w,e,r,k,y,w,n,p,w,o,e,w,v,d
p,x,y,e,f,y,f,c,n,b,t,r,k,s,p,w,p,w,o,e,w,v,p
